,claimReview_author,claimReview_author_name,claimReview_author_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_url,creativeWork_author_name,creativeWork_author_sameAs,creativeWork_datePublished,extra_body,extra_entities_author,extra_entities_body,extra_entities_claimReview_claimReviewed,extra_entities_keywords,extra_refered_links,extra_tags,extra_title,rating_alternateName,rating_bestRating,rating_ratingValue,rating_worstRating
2341,,,,"Dementia and Alzheimer’s disease are now the leading causes of death.
",,,https://fullfact.org/health/biggest-cause-death-depends-how-you-count-them/,,,,,,,,,,,The biggest cause of death depends on how you count them,"It depends how you categorise illnesses. More people died of dementia and Alzheimer’s disease than any other single cause in 2015 but, as a group, cancers were the most common cause of deaths.
",,,
2342,,,,“Dementia is the single greatest health crisis faced by this country. New figures by the ONS reveal that dementia and Alzheimer's disease are now the leading cause of death”,,,https://fullfact.org/health/biggest-cause-death-depends-how-you-count-them/,,,,,,,,,,,The biggest cause of death depends on how you count them,No verdict for Individual claims,,,
2343,,,,"The cost of mental ill health to the economy, the NHS and society as a whole is £105 billion a year. 

",,,https://fullfact.org/health/does-mental-ill-health-cost-105-billion-year/,,,,,,,,,,,Does mental ill health cost £105 billion a year?,"£105 billion is an estimate of the annual economic and social costs of mental ill health from health charity Centre for Mental Health. It doesn’t just count public costs though: about half of it is made up of an estimate of the cost to individuals from the lower quality of life due to having mental health difficulties. It’s an uncertain estimate. 
",,,
2344,,,,"“...the cost of mental ill health to the economy, the NHS and society as a whole is £105 billion a year”",,,https://fullfact.org/health/does-mental-ill-health-cost-105-billion-year/,,,,,,,,,,,Does mental ill health cost £105 billion a year?,No verdict for Individual claims,,,
2345,,,,"People from black and minority ethnic populations are most affected by detentions under the Mental Health Act.
",,,https://fullfact.org/health/number-detentions-under-mental-health-act-rising/,,,,,,,,,,,The number of detentions under the Mental Health Act is rising,"If you're black and minority ethnic, you're more likely to be detained than if you're white. Overall, more white people are detained, since they make up a larger portion of the population. 
",,,
2346,,,,"Four times as many black people are being detained as white people.
",,,https://fullfact.org/health/number-detentions-under-mental-health-act-rising/,,,,,,,,,,,The number of detentions under the Mental Health Act is rising,"If you're black, you're about four times as likely to be detained than if you're white. Overall, more white people are detained, since they make up a larger portion of the population. 
",,,
2347,,,,"The number of people detained under the Mental Health Act has increased by 47% in ten years.
",,,https://fullfact.org/health/number-detentions-under-mental-health-act-rising/,,,,,,,,,,,The number of detentions under the Mental Health Act is rising,"Correct in England between 2005/06 and 2015/16.
",,,
2348,,,,“Detention rates under the Mental Health Act are too high. And it is people from black and minority ethnic populations who are affected the most.”,,,https://fullfact.org/health/number-detentions-under-mental-health-act-rising/,,,,,,,,,,,The number of detentions under the Mental Health Act is rising,No verdict for Individual claims,,,
2349,,,,“The number of people detained under the [Mental Health] Act is rising at an alarming rate - up 47% in 10 years. We detain almost four times as many black people as white people.”,,,https://fullfact.org/health/number-detentions-under-mental-health-act-rising/,,,,,,,,,,,The number of detentions under the Mental Health Act is rising,No verdict for Individual claims,,,
2350,,,,"One in 10 children aged between five and 16 have a mental health problem.
",,,https://fullfact.org/health/how-many-children-mental-health-disorders/,,,,,,,,,,,How many children have mental health disorders?,"This is correct according to a survey conducted in 2004. More up-to-date research is due to be published in 2018.
",,,
2351,,,,“One in 10 children aged between five and 16 have a mental health problem.”,,,https://fullfact.org/health/how-many-children-mental-health-disorders/,,,,,,,,,,,How many children have mental health disorders?,No verdict for Individual claims,,,
2352,,,,"In the EU at least 83m people (27%) suffer from mental health problems. 
",,,https://fullfact.org/health/about-27-europeans-are-likely-experience-mental-health-problem-year/,,,,,,,,,,,About 27% of Europeans are likely to experience a mental health problem in a year,"Research agrees that 27% of Europeans experience at least one mental disorder in a year. Population growth means it's probably over 120m people by now.
",,,
2353,,,," ""In the EU at least 83 million people (27%) suffer from mental health problems (16.7 million in the UK).""",,,https://fullfact.org/health/about-27-europeans-are-likely-experience-mental-health-problem-year/,,,,,,,,,,,About 27% of Europeans are likely to experience a mental health problem in a year,No verdict for Individual claims,,,
2354,,,,"The proportion of the NHS budget spent on private providers rose much more quickly under the last Labour government than it has since then.
",,,https://fullfact.org/health/how-much-more-nhs-spending-private-providers/,,,,,,,,,,,How much more is the NHS spending on private providers?,"This is overstating the available figures, which only show spending since 2006/07. The growth rate is similar under both governments, and is higher under Labour counting its spending up to 2010/11.
",,,
2355,,,,“The rate of use of non-NHS healthcare was much higher; the growth rate was much higher under Tony Blair's Labour than it has been under the Conservative and Coalition governments.”,,,https://fullfact.org/health/how-much-more-nhs-spending-private-providers/,,,,,,,,,,,How much more is the NHS spending on private providers?,No verdict for Individual claims,,,
2356,,,,"The UK no longer has an NHS according to the WHO’s definition.
",,,https://fullfact.org/health/ask-full-fact-does-world-health-organisation-think-uk-no-longer-has-nhs/,,,,,,,,,,,Ask Full Fact: Does the World Health Organisation think the UK no longer has an NHS?,"Incorrect. There has been privatisation of services according to the WHO’s definition, because more NHS care is run by private sector companies. But the WHO didn’t say this means there’s no longer an NHS.
",,,
2357,,,,"“Terrifyingly, according to the World Health Organisation definition the UK no longer has a NHS”",,,https://fullfact.org/health/ask-full-fact-does-world-health-organisation-think-uk-no-longer-has-nhs/,,,,,,,,,,,Ask Full Fact: Does the World Health Organisation think the UK no longer has an NHS?,No verdict for Individual claims,,,
2358,,,,…a process in which non-government actors become increasingly involved in the financing and/or provision of health care services.,,,https://fullfact.org/health/ask-full-fact-does-world-health-organisation-think-uk-no-longer-has-nhs/,,,,,,,,,,,Ask Full Fact: Does the World Health Organisation think the UK no longer has an NHS?,No verdict for Individual claims,,,
2359,,,,"Disadvantaged children who go to grammar school progress twice as fast than their better-off peers.
",,,https://fullfact.org/education/do-poor-grammar-schools-pupils-make-twice-much-progress/,,,,,,,,,,,Do poor grammar schools pupils make twice as much progress?,"That’s the finding of one study, from 2004. The relatively few poor children who attend grammar schools seem to progress more than wealthier children, but those in the schools around them perform worse.
",,,
2360,,,,“When you look at disadvantaged children who go to grammars their progress is twice as fast in a grammar school as their better off peers.”,,,https://fullfact.org/education/do-poor-grammar-schools-pupils-make-twice-much-progress/,,,,,,,,,,,Do poor grammar schools pupils make twice as much progress?,No verdict for Individual claims,,,
2361,,,,"Poorer children are less likely to get into grammar schools.
",,,https://fullfact.org/education/poorer-children-are-less-likely-go-grammar-schools/,,,,,,,,,,,Poorer children are less likely to go to grammar schools,"Poorer children are less likely to go to grammar schools even if they are high achievers. It’s not certain if this is because poorer children are less likely to apply, or less likely to get in, or a bit of both. 
",,,
2362,,,,“The problem is that not enough children from lower [socio-]economic backgrounds get access into grammar schools—that’s why there isn’t the social mobility you’re talking about.”,,,https://fullfact.org/education/poorer-children-are-less-likely-go-grammar-schools/,,,,,,,,,,,Poorer children are less likely to go to grammar schools,No verdict for Individual claims,,,
2363,,,,"The attainment gap between rich and poor pupils in grammar schools is virtually zero.
",,,https://fullfact.org/education/poor-children-get-grammar-schools-seem-do-well/,,,,,,,,,,,Poor children at grammar schools seem to do well,"The gap between disadvantaged pupils and their peers at GCSE level is around three percentage points on average in grammar schools, compared to around 23 in other mainstream state schools. This might reflect more about the types of children that go to grammar schools rather than the effectiveness of the schools themselves.
",,,
2364,,,,"“When we look at the impact of grammar schools, if you look at attainment, for disadvantaged and non-disadvantaged children, the attainment gap in grammar schools is virtually zero, which it isn’t in other schools”",,,https://fullfact.org/education/poor-children-get-grammar-schools-seem-do-well/,,,,,,,,,,,Poor children at grammar schools seem to do well,No verdict for Individual claims,,,
